考区,单位名称,单位层级,职位名称,专业要求,职位性质,职位简介,申论考试类别,报考人员身份要求,招录人数,基层工作年限要求,性别要求,最低学历要求,最高年龄要求,学位要求,户籍要求,职业资格证书等要求,其他招录条件及说明,最低服务年限要求,笔试最低开考比例,是否需体能测评,体检标准,咨询电话1,咨询电话2,年份,最低入面分数,行测成绩,申论成绩
益阳市,益阳市赫山区,县市区机关,区直机关法律1,法学类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）；分配到区纪委监委,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,,,
益阳市,益阳市赫山区,县市区机关,区直机关法律2,法学类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）；分配到区纪委监委,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,63.05,,
益阳市,益阳市赫山区,县市区机关,区直机关法律3,法学类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,分配到区市场监督管理局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,60.45,,
益阳市,益阳市赫山区,县市区机关,区直机关法律4,法学类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,分配到区市场监督管理局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,62.3,,
益阳市,益阳市赫山区,县市区机关,区直机关综合管理1,文史哲大类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员），分配到区委组织部,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,60.3,,
益阳市,益阳市赫山区,县市区机关,区直机关综合管理2,文史哲大类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员），分配到区委组织部,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,65.05,,
益阳市,益阳市赫山区,县市区机关,区直机关综合管理3,理学大类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员），分配到区委组织部,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,66.45,,
益阳市,益阳市赫山区,县市区机关,区直机关综合管理4,理学大类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员），分配到区委组织部,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,63.1,,
益阳市,益阳市赫山区,县市区机关,区直机关综合管理5,中国语言文学类；新闻传播学类；法学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,分配到区妇女联合会，从事妇联工作，适合女性,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,60.65,,
益阳市,益阳市赫山区,县市区机关,区直机关金融管理1,金融学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）；分配到区委办公室,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,64.95,,
益阳市,益阳市赫山区,县市区机关,区直机关金融管理2,金融学类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,分配到区人民政府办公室或区财政局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,66.95,,
益阳市,益阳市赫山区,县市区机关,区直机关金融管理3,金融学类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,分配到区人民政府办公室或区财政局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,64.5,,
益阳市,益阳市赫山区,县市区机关,区直机关财务管理1,财政学；会计学；财务管理；财务会计与审计,公务员,,县乡卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,分配到区人民政府办公室、区工业和信息化局或区人力资源和社会保障局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,63.6,,
益阳市,益阳市赫山区,县市区机关,区直机关财务管理2,财政学；会计学；财务管理；财务会计与审计,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,分配到区人民政府办公室、区工业和信息化局或区人力资源和社会保障局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,65.95,,
益阳市,益阳市赫山区,县市区机关,区直机关财务管理3,财政学；会计学；财务管理；财务会计与审计,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,分配到区供销合作社联合社,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,67.05,,
益阳市,益阳市赫山区,县市区机关,区直机关财务管理4,财政学；会计学；财务管理；财务会计与审计,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,分配到共青团区委,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,66.1,,
益阳市,益阳市赫山区,县市区机关,区直机关计算机1,软件工程；网络空间安全；大数据技术与工程硕士；网络与信息安全硕士,公务员,,县乡卷,不限,1,不限,男,研究生,35周岁,硕士,不限,不限,分配到区人民政府办公室,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,,,
益阳市,益阳市赫山区,县市区机关,区直机关计算机2,软件工程；网络空间安全；大数据技术与工程硕士；网络与信息安全硕士,公务员,,县乡卷,不限,1,不限,女,研究生,35周岁,硕士,不限,不限,分配到区人民政府办公室,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,,,
益阳市,益阳市赫山区,县市区机关,区直机关计算机3,计算机类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,分配到区市场监督管理局,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,63.7,,
益阳市,益阳市赫山区工业和信息化局,县市区机关,工业科技,材料类；轻工纺织类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,67.7,,
益阳市,益阳市赫山区工业和信息化局,县市区机关,经济管理,财政、经济、贸易类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,66.6,,
益阳市,益阳市赫山区商务局,县市区机关,外贸1,财政、经济、贸易类；工商管理类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,67.1,,
益阳市,益阳市赫山区商务局,县市区机关,外贸2,财政、经济、贸易类；工商管理类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,66.65,,
益阳市,益阳市赫山区审计局,县市区机关,财务审计,财政学；会计学；财务管理；审计学；财务会计与审计,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,65.4,,
益阳市,益阳市赫山区林业局,县市区机关,林业管理,林学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,62.2,,
益阳市,益阳市赫山区市场监督管理局,县市区机关,食品药品监管1,食品检验与生物类；药学类,公务员,,县乡卷,不限,3,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,63.7,,
益阳市,益阳市赫山区市场监督管理局,县市区机关,食品药品监管2,食品检验与生物类；药学类,公务员,,县乡卷,不限,3,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,65.05,,
益阳市,益阳市赫山区市场监督管理局,县市区机关,特种设备监管,机械类；自动化类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,从事特种机械设备监管，适合男性,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,65.2,,
益阳市,益阳市赫山区统计局,县市区机关,统计1,经济学；经济统计学；统计学；应用统计学；数据科学,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,55.15,,
益阳市,益阳市赫山区统计局,县市区机关,统计2,经济学；经济统计学；统计学；应用统计学；数据科学,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,67.35,,
益阳市,益阳市赫山区司法局基层司法所,县市区派驻乡镇街道机关,基层司法助理员1,法学类,公务员,,县乡卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,派驻乡镇街道基层司法所,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,60.8,,
益阳市,益阳市赫山区司法局基层司法所,县市区派驻乡镇街道机关,基层司法助理员2,法学类,公务员,,县乡卷,不限,2,不限,女,大学本科,35周岁,学士,不限,不限,派驻乡镇街道基层司法所,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,64.65,,
益阳市,益阳市赫山区司法局基层司法所,县市区派驻乡镇街道机关,计算机,计算机类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,派驻乡镇街道基层司法所,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,64.1,,
益阳市,益阳市赫山区,乡镇办机关,乡镇（街道）机关综合管理1（村、社区干部）,不限,公务员,,县乡卷,村（社区）干部,1,2年以上,男,大学专科,40周岁,不限,不限,不限,无,5年,3:1,是,公务员录用体检通用标准,07374401553,,2024,60.0,,
益阳市,益阳市赫山区,乡镇办机关,乡镇（街道）机关综合管理2（村、社区干部）,不限,公务员,,县乡卷,村（社区）干部,1,2年以上,女,大学专科,40周岁,不限,不限,不限,无,5年,3:1,是,公务员录用体检通用标准,07374401553,,2024,62.7,,
益阳市,益阳市赫山区,乡镇办机关,乡镇（街道）机关城乡规划,工程管理；工程造价；土建类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,68.7,,
益阳市,益阳市赫山区,乡镇办机关,乡镇（街道）机关环境保护,环境与安全类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,61.4,,
益阳市,益阳市赫山区,乡镇办机关,乡镇（街道）机关产业经济,财政、经济、贸易类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07374401553,,2024,67.75,,
益阳市,资阳区,县市区机关,区直机关金融管理1,金融学类,公务员,,县乡卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,按照从高分到低分的原则，由考生选择服务单位：区财政局1人、区商务局1人,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,67.35,,
益阳市,资阳区,县市区机关,区直机关金融管理2,金融学类,公务员,,县乡卷,不限,2,不限,女,大学本科,35周岁,学士,不限,不限,按照从高分到低分的原则，由考生选择服务单位：区商务局1人、区审计局1人,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,65.75,,
益阳市,资阳区委编办,县市区机关,综合管理,文史哲大类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,70.3,,
益阳市,资阳区教育局,县市区机关,综合管理,教育学大类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.55,,
益阳市,资阳区司法局,县市区机关,法制审核1,法学类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,58.35,,
益阳市,资阳区司法局,县市区机关,法制审核2,法学类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.15,,
益阳市,资阳区水利局,县市区机关,水利工程管理1,水利类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,62.1,,
益阳市,资阳区水利局,县市区机关,水利工程管理2,水利类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,61.5,,
益阳市,资阳区林业局,县市区机关,林业管理,林学类；自然保护与环境生态类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,63.3,,
益阳市,资阳区市场监督管理局,县市区机关,食品安全监管1,化工与制药类；食品检验与生物类；药学类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,65.8,,
益阳市,资阳区市场监督管理局,县市区机关,食品安全监管2,化工与制药类；食品检验与生物类；药学类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.2,,
益阳市,资阳区,县市区机关,区直（参公）综合管理1,财政、经济、贸易类；金融学类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,3,不限,男,大学本科,35周岁,学士,不限,不限,按照从高分到低分的原则，由考生选择服务单位：区供销社1人、区科协1人、团区委1人,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,63.35,,
益阳市,资阳区,县市区机关,区直（参公）综合管理2,财政、经济、贸易类；金融学类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,2,不限,女,大学本科,35周岁,学士,不限,不限,按照从高分到低分的原则，由考生选择服务单位：区红十字会1人、区妇联1人,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.35,,
益阳市,资阳区水旱灾害防御事务中心,县市区机关,水旱灾害防御管理,水利类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.65,,
益阳市,资阳区农村经济调查队,县市区机关,统计管理,数学与统计类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,66.75,,
益阳市,资阳区医疗保障事务中心,县市区机关,医保专干,基础医学类；临床医学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,62.25,,
益阳市,资阳区供销合作社联合社,县市区机关,财务管理,金融学类；工商管理类；农业经济管理类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,66.55,,
益阳市,资阳区档案馆,县市区机关,信息化建设管理,电子信息类；计算机类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,69.55,,
益阳市,资阳区公路建设养护中心,县市区机关,公路桥梁工程管理1,土木工程；道路桥梁与渡河工程；土木、水利与交通工程,参照公务员法管理人员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.6,,
益阳市,资阳区公路建设养护中心,县市区机关,公路桥梁工程管理2,土木工程；道路桥梁与渡河工程；土木、水利与交通工程,参照公务员法管理人员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0737-4323810,,2024,64.7,,
益阳市,中共桃江县纪律检查委员会桃江县监察委员会,县市区机关,审查调查,法学类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,59.95,,
益阳市,中共桃江县委办公室,县市区机关,文秘,文史哲大类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,66.0,,
益阳市,中共桃江县委宣传部,县市区机关,综合管理,文史哲大类；经济和管理学大类；艺术大类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.35,,
益阳市,中共桃江县委机构编制委员会办公室,县市区机关,文秘,中国语言文学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,65.05,,
益阳市,中共桃江县委巡察工作领导小组办公室,县市区机关,文字综合,中国语言文学类；新闻传播学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,61.6,,
益阳市,桃江县人民政府办公室,县市区机关,综合管理,不限,公务员,,县乡卷,不限,1,不限,不限,研究生,35周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,65.7,,
益阳市,桃江县人民政府办公室,县市区机关,金融管理,金融学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,58.5,,
益阳市,桃江县人民政府办公室,县市区机关,文秘1,文史哲大类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,60.3,,
益阳市,桃江县人民政府办公室,县市区机关,文秘2,文史哲大类,公务员,,县乡卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,62.3,,
益阳市,桃江县教育局,县市区机关,行政执法,法学；经济法学；法律,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,需经常外出执法，适合男性,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,53.35,,
益阳市,桃江县商务局,县市区机关,金融管理,金融学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.85,,
益阳市,桃江县审计局,县市区机关,工程审计1,工程管理；工程造价；工程审计,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,需从事审计一线工作，经常外地出差，适合男性,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,61.3,,
益阳市,桃江县审计局,县市区机关,工程审计2,会计学；财务管理；审计学；财务会计与审计,公务员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.65,,
益阳市,桃江县工商联合会,县市区机关,金融管理,金融学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,56.1,,
益阳市,中共桃江县委组织部党员教育中心,县市区机关,综合管理1,文史哲大类；经济和管理学大类；政治学类；社会学类,参照公务员法管理人员,,县乡卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,62.45,,
益阳市,中共桃江县委组织部党员教育中心,县市区机关,综合管理2,文史哲大类；经济和管理学大类；政治学类；社会学类,参照公务员法管理人员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,66.6,,
益阳市,桃江县国库集中支付核算中心,县市区机关,金融管理,金融学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,需要经常出差，适合男性,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,,,
益阳市,桃江县工伤保险基金管理所,县市区机关,财会1,财政、经济、贸易类；金融学类；管理科学与工程类；工商管理类；农业经济管理类；公共管理类,参照公务员法管理人员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,66.65,,
益阳市,桃江县工伤保险基金管理所,县市区机关,财会2,财政、经济、贸易类；金融学类；管理科学与工程类；工商管理类；农业经济管理类；公共管理类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,65.75,,
益阳市,桃江县社会保险服务中心,县市区机关,综合管理1,中国语言文学类；经济和管理学大类；法学类,参照公务员法管理人员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.25,,
益阳市,桃江县社会保险服务中心,县市区机关,综合管理2,中国语言文学类；经济和管理学大类；法学类,参照公务员法管理人员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.4,,
益阳市,桃江县水旱灾害防御事务中心,县市区机关,工程技术,土木工程；水利类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.65,,
益阳市,桃江县库区移民事务中心,县市区机关,会计,工商管理类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.75,,
益阳市,桃江县库区移民事务中心,县市区机关,工程造价,工程管理；工程造价；工程审计,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,需经常深入工程建设工地，适合男性,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.1,,
益阳市,桃江县文物保护和考古研究中心,县市区机关,办公室文秘,文史哲大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,62.9,,
益阳市,桃江县文物保护和考古研究中心,县市区机关,业务管理,历史学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,60.0,,
益阳市,桃江县社会经济调查队,县市区机关,综合管理,财政、经济、贸易类；金融学类；理学大类,参照公务员法管理人员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.1,,
益阳市,桃江县医疗保障事务中心,县市区机关,文字综合,中国语言文学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,57.85,,
益阳市,桃江县科学技术协会,县市区机关,办公室文秘,中国语言文学类；新闻传播学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,59.9,,
益阳市,桃江县归侨侨眷联合会,县市区机关,财务管理,会计学；财务管理；财务会计教育；财务会计与审计,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,其他（详见说明）,具有初级会计及以上职称，或有注册会计师证,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,,,
益阳市,桃江县文学艺术界联合会,县市区机关,综合管理,教育学类；艺术大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.8,,
益阳市,桃江县计划生育协会,县市区机关,综合管理,文史哲大类；经济和管理学大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,67.0,,
益阳市,中共桃江县委党校,县市区机关,综合管理1,哲学类；中国语言文学类；新闻传播学类；历史学类；经济和管理学大类；政治学类；社会学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,66.9,,
益阳市,中共桃江县委党校,县市区机关,综合管理2,会计学；财务管理；财务会计与审计,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,62.25,,
益阳市,桃江县机关事务服务中心,县市区机关,综合管理,不限,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,66.95,,
益阳市,桃江县供销合作社联合社,县市区机关,综合管理1,文史哲大类；经济和管理学大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.55,,
益阳市,桃江县供销合作社联合社,县市区机关,综合管理2,法学大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,59.6,,
益阳市,桃江县,乡镇办机关,乡镇机关综合管理（“四项目”人员及大学生退役士兵）,不限,公务员,,县乡卷,“四项目”人员及大学生退役士兵,1,2年以上,不限,大学本科,35周岁,不限,益阳市,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,53.45,,
益阳市,桃江县,乡镇办机关,乡镇机关综合管理（村、社区干部）,不限,公务员,,县乡卷,村（社区）干部,4,2年以上,不限,大学专科,40周岁,不限,不限,不限,无,5年,3:1,是,公务员录用体检通用标准,0737-8883699,,2024,54.6,,
益阳市,桃江县,乡镇办机关,乡镇机关综合管理（乡镇事业站所人员）,不限,公务员,,县乡卷,乡镇（街道）事业站所工作人员,2,2年以上,不限,大学本科,40周岁,不限,不限,不限,无,5年,3:1,是,公务员录用体检通用标准,0737-8883699,,2024,56.05,,
益阳市,桃江县,乡镇办机关,乡镇机关人民武装干部,不限,公务员,,县乡卷,退役士兵,2,2年以上,不限,大学本科,35周岁,不限,益阳市,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,57.3,,
益阳市,桃江县,乡镇办机关,乡镇机关综合管理1,不限,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,桃江县,不限,在桃江县鲊埠回族乡工作,5年,3:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.45,,
益阳市,桃江县,乡镇办机关,乡镇机关综合管理2,文史哲大类；经济和管理学大类；工学大类；农学大类,公务员,,县乡卷,2024届普通高校毕业生,4,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,62.25,,
益阳市,桃江县,乡镇办机关,乡镇机关综合管理3,文史哲大类；经济和管理学大类；工学大类；农学大类,公务员,,县乡卷,2024届普通高校毕业生,3,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,66.25,,
益阳市,桃江县,乡镇办机关,乡镇机关农业管理,植物生产类；林学类；自然保护与环境生态类；水产类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,59.45,,
